Manufacturer,Model,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,Safety_Rating,Units_Sold_2024,Warranty_Years
-1.6912532938015545,1.4003411222686373,-0.017184187156724318,-0.7664353047002389,-0.9347854975482642,-1.211598565356265,0.8322147400688894,0.5943072615719546,0.1963987297132037,1.3990224560679125,-1.4625700426444999,1.224543220679751,1.6495375951083695,3
-0.2071201291553049,0.9283875308676562,-0.017184187156724318,0.1743160603483069,-0.9485423513226936,1.398906477367257,0.32475853658055515,1.0539973564295781,1.6391053570061578,0.10203112889271479,-0.29852298737147415,0.0008098830824604001,-1.1884373810619702,3
0.4381551598213254,-1.097079965561554,-1.4270650990378317,-0.5272156718736085,-0.7903385329167562,-0.3414302177817578,0.802364375157811,0.10780931162973571,-1.6226661481779123,1.3990224560679125,1.4475475955380646,1.224543220679751,-0.6770577538604879,5
-1.6267257649038915,1.596988452019046,-0.48714449111709346,0.972610790118073,-1.4437890872021497,0.9638223035800033,1.2799702137350666,-0.43282182672561337,1.2627471064079958,-1.713756729152562,-0.29852298737147415,1.224543220679751,-1.3634605675999223,5
-1.6912532938015545,1.4003411222686373,-0.017184187156724318,-0.8739497464200727,-0.09561741730807462,0.5287381297927496,-0.7797049651293486,1.4556069399837328,-0.2426858959846519,1.5719546330246055,-0.29852298737147415,-1.2229234545148302,-1.5866584530067365,4
1.5996506799792598,-0.6841205730856956,-0.48714449111709346,1.4618014999433167,0.2758176346015175,-0.12388813088813096,-0.9886575195068981,-0.020322688446345622,0.9491152309095277,-1.6272906406742156,-0.29852298737147415,1.224543220679751,-0.27693048879501114,5
-0.336175186950631,0.9087227978926153,0.4527761168036448,-0.4627070068417085,-1.2374362805857098,1.6164485642608837,-1.4065626282619967,-1.5861425881421995,0.44730423011197834,1.0531581021545264,1.4475475955380646,1.224543220679751,0.3980351662201609,5
-1.3040881204155763,0.810399133017411,-0.9571047950774626,1.2790269490195996,-1.6845340282546633,-1.429140652249892,0.6232621856913403,0.1103799634528146,-1.4344870228788313,0.015565040414368283,1.4475475955380646,1.224543220679751,-0.27329139283729137,5
-1.1750330626202503,1.773971048794414,-1.6620452510180164,-1.3577647341593249,0.48217044121795755,0.7462802166863765,1.190419119001831,0.00887890035561932,0.25912510481289736,1.0531581021545264,-0.880546515007987,1.224543220679751,-1.7656673160698104,5
0.9543753910026296,0.49576340541675695,1.392696724724383,1.5182465818462298,1.3694875096686498,0.7462802166863765,-0.8692560598625841,-0.9151057778726404,0.13367235461351004,1.3990224560679125,-0.880546515007987,1.224543220679751,1.2559953608235286,3
1.4705956221839338,-0.25149644763479634,-0.9571047950774626,-1.1507994338486447,0.1382490968572241,1.1813643904736302,1.6083242277569298,1.4678059195793192,1.2000207313083022,-1.02202802132579,0.28350054026503874,0.0008098830824604001,1.170043380107861,4
-0.400702715848294,-0.3891495784600825,1.392696724724383,-0.5460306991745796,0.3514803303608789,0.9638223035800033,0.32475853658055515,-1.72441779674215,-0.9326760220812822,0.8802259251978334,-1.4625700426444999,0.0008098830824604001,-0.41746890887647575,4
0.37362763092366236,0.3384455416164299,-0.9571047950774626,-1.266377458697466,1.5689618893978752,1.6164485642608837,-0.8692560598625841,-0.11126378976576771,1.3254734815076896,-1.02202802132579,-1.4625700426444999,0.0008098830824604001,0.8830746702990997,5
-1.5621982360062285,1.754306315819373,-1.1920849470576471,-1.3846433445892834,-0.30197022392451467,-0.12388813088813096,1.0411672944464385,-1.3708880894491946,0.25912510481289736,-1.02202802132579,-0.880546515007987,-1.2229234545148302,-1.3407595404350987,4
-1.0459780048249243,-0.7824442379609,-1.1920849470576471,1.7628419367588517,1.2250405450371418,-0.5589723046753846,1.6083242277569298,1.4589865664402561,0.886388855809834,-1.4543584637175224,0.28350054026503874,-1.2229234545148302,-0.8340587508935421,4
1.2770130354909448,0.4367692064916343,-1.6620452510180164,1.010240844720015,-0.1231311248569333,0.7462802166863765,-0.24239839672993588,1.5661787357796526,-1.3090342726794442,1.5719546330246055,0.28350054026503874,-1.2229234545148302,1.5199164629000643,5
0.18004504423067327,-0.5071379763103278,-0.722124643097278,-1.5539785902980214,-0.04059000221035727,0.09365395600549589,-1.4961137229952322,0.009452368995167559,0.886388855809834,0.2749633058494078,0.28350054026503874,0.0008098830824604001,-1.0881023067991242,5
0.7607928043096406,0.7317402011172475,1.392696724724383,-0.2638052896600158,0.33084504969923484,-0.12388813088813096,1.4889227681126158,-1.0419064186964637,-0.9326760220812822,-0.6761636674124039,0.28350054026503874,0.0008098830824604001,0.026500797965339617,3
1.2770130354909448,0.4367692064916343,1.6276768767045677,1.752090492586868,-1.4644243678637938,-0.7765143915690115,0.026254887469770304,-1.2905819885820713,1.3881998566073832,-1.194960198282483,-0.29852298737147415,1.224543220679751,-0.05113324913268274,5
-1.0459780048249243,-0.7824442379609,-1.4270650990378317,0.20925825390725283,1.5620834625106605,-1.429140652249892,1.5187731330236947,-1.2842285217320373,0.44730423011197834,-0.8490958443690969,-0.880546515007987,1.224543220679751,0.17812979620366454,3
1.1479579776956188,-0.9594268347362679,-0.9571047950774626,-0.02189779579038972,1.4657854860896553,-0.3414302177817578,-1.3767122633509181,-0.2823421549346303,-1.4344870228788313,-0.15736713654232473,-0.880546515007987,0.0008098830824604001,-0.8513877792636364,5
-0.7233403603366091,-0.9200973687861862,-0.9571047950774626,-1.6937473645338055,-1.4575459409765792,-1.211598565356265,0.17550671202516271,1.1411504477368852,0.008219604414122724,1.5719546330246055,-0.880546515007987,-1.2229234545148302,0.26286874493342555,3
1.1479579776956188,-0.9004326358111453,1.392696724724383,-0.4922734783146626,0.24830392705265883,1.1813643904736302,1.6381745926680082,0.8463613034729386,-0.6190441465828138,0.10203112889271479,-0.880546515007987,-1.2229234545148302,0.11747819690833457,4
-1.0459780048249243,-0.7824442379609,0.922736420764014,1.0236801499349943,-1.3406126838939296,0.5287381297927496,1.2799702137350666,1.2242641494724165,-0.8072232718818948,-1.02202802132579,0.28350054026503874,-1.2229234545148302,-0.5030743090247415,3
0.37362763092366236,0.3581102745914708,1.1577165727441985,-0.7556838605282554,-1.478181221638223,-1.6466827391435188,-0.5110516809296424,0.01491460728006548,1.1372943562086086,0.6208276597627939,-1.4625700426444999,-1.2229234545148302,1.5278878159503078,4
-1.2395605915179133,-1.569033556962535,0.4527761168036448,-0.5218399497876168,1.0462014459695603,-0.12388813088813096,-0.2125480318188575,1.6594050533486688,0.44730423011197834,-0.5896975789340573,-0.880546515007987,-1.2229234545148302,1.1833867319528335,5
1.1479579776956188,-0.9594268347362679,-0.48714449111709346,-0.4573312847557167,-1.478181221638223,-0.12388813088813096,0.4441599962248692,0.5482034999433611,0.44730423011197834,0.36142939432775434,1.4475475955380646,0.0008098830824604001,1.3792047525348987,3
-0.013537542462315814,0.08280401294089854,0.4527761168036448,0.6393160207865881,1.4589070592024407,0.09365395600549589,0.4143096313137905,-0.7070353664346116,0.07094597951381638,1.4854885445462591,-0.880546515007987,1.224543220679751,0.060985564421827225,4
-0.7233403603366091,-0.5857969082104912,-0.48714449111709346,0.05873803549948564,1.073715153518419,0.09365395600549589,0.5635614558691829,-0.7664778296807222,-0.17995952088495826,-0.9355619328474434,-0.880546515007987,-1.2229234545148302,-0.9321410514682757,3
-1.2395605915179133,-1.588698289937576,1.6276768767045677,1.2413968944176577,-1.4644243678637938,1.398906477367257,-0.2722487616410145,0.4317593506452317,0.25912510481289736,-0.5896975789340573,-0.880546515007987,-1.2229234545148302,0.6453204010614062,3
0.8253203332073036,-1.5100393580374125,-0.9571047950774626,-0.8578225801620977,1.2663111063604298,-1.429140652249892,-0.1528473019967005,1.026242859604813,-0.17995952088495826,0.7937598367194869,0.8655240679015516,0.0008098830824604001,1.0974347512371658,4
-0.2071201291553049,-0.054849117884387594,-0.017184187156724318,1.2817148100625952,-0.13688797863136265,-1.6466827391435188,0.8620651049799678,1.1593949470066642,-1.4344870228788313,0.7937598367194869,-0.880546515007987,0.0008098830824604001,-0.14644290516820127,3
